store,cbsa,address,city,state,zip,lat,lon,ccia,capis,ogpMarketName,status
5106,"Orlando-Kissimmee-Sanford, FL",4255 Alafaya Trl,Oviedo,FL,32765-9410,28.613362,-81.209084,,WNM Modified CSD,Orlando,Open
5109,"Salt Lake City, UT",4570 S 4000 W,West Valley City,UT,84120-6232,40.670609,-111.988938,Customer Service Desk,Tenant,Salt Lake City,Open
5110,"Salt Lake City, UT",1360 Draper Pkwy,Draper,UT,84020-8567,40.526738,-111.852489,,WNM Modified CSD,Ogden,Open
5113,"Birmingham-Hoover, AL",165 Vaughan Ln,Pell City,AL,35125-7808,33.609393,-86.277232,,Modified Split Backroom,Auburn,Open
5115,"Davenport-Moline-Rock Island, IA-IL",3101 W Kimberly Rd,Davenport,IA,52806-3400,41.557447,-90.622671,Update Existing (Front),Modified Split,Davenport,Open
5116,"Houston-The Woodlands-Sugar Land, TX",9025 Spencer Hwy,La Porte,TX,77571-3870,29.666925,-95.100045,,Stockroom Middle High,Houston Southeast,Open
5117,"Staunton-Waynesboro, VA",116 Lucy Ln,Waynesboro,VA,22980-3275,38.067831,-78.933084,Feature Space,Expansion (Rear Backroom),Charlottesville,Open
5118,"Raleigh, NC",10050 Glenwood Ave,Raleigh,NC,27617-8436,35.912243,-78.777768,,Stockroom Middle,Raleigh,Open
5119,"Nashville-Davidson--Murfreesboro--Franklin, TN",5531 Edmondson Pike,Nashville,TN,37211-5808,36.042185,-86.745587,,Tenant,Nashville,Open
5123,"Colorado Springs, CO",5550 E Woodmen Rd,Colorado Springs,CO,80920-5257,38.942692,-104.725382,,Stockroom Middle,Colorado Springs,Open
5124,"Phoenix-Mesa-Scottsdale, AZ",5605 W Northern Ave,Glendale,AZ,85301-1332,33.551186,-112.179904,,Stockroom Middle,Phoenix West,Open
5125,"Opelousas, LA",2310 S Union Street,Opelousas,LA,70570-0000,30.508895,-92.086331,,STS Room,Lake Charles,Open
5126,Remaining US,1950 W Main St,Centre,AL,35960-2811,34.162885,-85.712618,,Combined Stockroom,Birmingham,Open
5127,"La Crosse-Onalaska, WI-MN",4622 Mormon Coulee Rd,La Crosse,WI,54601-8224,43.766399,-91.213581,,Rear Backroom (Other),Madison,Open
5132,"Orlando-Kissimmee-Sanford, FL",5216 Red Bug Lake Rd,Winter Springs,FL,32708-4912,28.648605,-81.278136,,Tenant,Orlando,Open
5133,"Redding, CA",5000 Rhonda Rd,Anderson,CA,96007-9010,40.431309,-122.289588,,Stockroom Middle,Sacramento,Open
5134,"Bakersfield, CA",5075 Gosford Rd,Bakersfield,CA,93313-4993,35.308793,-119.095393,Update Existing (Front),Beverage Alcove,Bakersfield,Open
5136,"Yuba City, CA",1131 N Beale Rd,Marysville,CA,95901-6107,39.127225,-121.574284,,Centennial,Sacramento,Open
5137,"Denver-Aurora-Lakewood, CO",6101 S Aurora Pkwy,Aurora,CO,80016-5801,39.606306,-104.704719,,Stockroom Middle,Denver South,Open
5139,"Vallejo-Fairfield, CA",235 E Dorset Dr,Dixon,CA,95620-9232,38.471927,-121.820361,Tenant,Centennial,Vallejo,Open
5141,"Omaha-Council Bluffs, NE-IA",16960 W Maple Rd,Omaha,NE,68116-2237,41.294744,-96.180131,,Centennial Split High,Omaha,Open
5142,"New York-Newark-Jersey City, NY-NJ-PA",3575 State Route 66,Neptune,NJ,07753-2602,40.225019,-74.085175,Existing (Front),Other (Non-Proto),Philadelphia,Open
5143,"Chattanooga, TN-GA",8101 East Brainerd Rd,Chattanooga,TN,37421-4302,35.005441,-85.149166,,WNM Front Split,Chattanooga,Open
5144,"San Antonio-New Braunfels, TX",8315 Fm 78,Converse,TX,78109-1043,29.497965,-98.325091,,Stockroom Middle,San Antonio South,Open
5145,"San Antonio-New Braunfels, TX",1603 Vance Jackson Rd,San Antonio,TX,78213-4470,29.487893,-98.537728,,Stockroom Middle,San Antonio,Open
5146,"San Antonio-New Braunfels, TX",8030 Bandera Rd,San Antonio,TX,78250-5130,29.518777,-98.633356,,Other (Non-Proto),San Antonio North,Open
5147,"Dallas-Fort Worth-Arlington, TX",1521 N Cockrell Hill Rd,Dallas,TX,75211-1315,32.762578,-96.897331,,Stockroom Middle,Dallas South,Open
5148,"Nashville-Davidson--Murfreesboro--Franklin, TN",1153 Fortress Blvd,Murfreesboro,TN,37128-5268,35.867106,-86.464672,,WNM Rear,Murfreesboro,Open
5149,"Kansas City, MO-KS",1700 N 7 Hwy,Blue Springs,MO,64014-1938,39.037657,-94.269688,,WNM Expanded CS Fresh Split,Kansas City,Open
5151,"Rome, GA",825 Cartersville Hwy Se,Rome,GA,30161-8449,34.221331,-85.130382,,Tenant,Atlanta North,Open
5154,"Los Angeles-Long Beach-Anaheim, CA",1827 Walnut Grove Ave,Rosemead,CA,91770-3789,34.050394,-118.085476,,Stockroom Middle,Los Angeles,Open
5155,"Las Cruces, NM",1550 S Valley Dr,Las Cruces,NM,88005-3110,32.288437,-106.785494,Update Existing (Front),Stockroom Middle High,Las Cruces,Open
5156,"Riverside-San Bernardino-Ontario, CA",1540 E 2nd St,Beaumont,CA,92223-3101,33.925116,-116.951658,,Stockroom Middle High,San Diego,Open
5157,"Peoria, IL",155 E Courtland St,Morton,IL,61550-8931,40.630189,-89.461783,,Modified Split,Peoria,Open
5159,Remaining US,2750 Cook Rd,West Branch,MI,48661-8744,44.253651,-84.229305,,Other (Non-Proto),Lansing,Open
5160,"Jackson, MI",1700 W Michigan Ave,Jackson,MI,49202-4005,42.249781,-84.434571,,Modified Split Backroom,Ann Arbor,Open
5162,"Los Angeles-Long Beach-Anaheim, CA",27931 Kelly Johnson Pkwy,Santa Clarita,CA,91355-5083,34.444075,-118.576009,,Expansion (Full),Los Angeles,Open
5166,"Deming, NM",1021 E Pine St,Deming,NM,88030-7009,32.270558,-107.747058,,Combined Stockroom,Las Cruces,Open
5167,"Provo-Orem, UT",1052 Turf Farm Rd,Payson,UT,84651-1645,40.027675,-111.756447,Tenant,Modified Split,Provo/Orem,Open
5170,Remaining US,3001 Silverberg Dr,Sidney,NE,69162-3033,41.116752,-102.944711,,Small SC Corridor,North Platte,Open
5172,Remaining US,1900 S Jefferson St,Perry,FL,32348-5615,30.102033,-83.580078,,Tenant,Tallahassee,Open
5174,"Mobile, AL",7855 Moffett Rd,Semmes,AL,36575-5411,30.761799,-88.229522,Tenant,Expansion (Other),Mobile,Open
5175,"Cookeville, TN",589 W Main St,Algood,TN,38506-5320,36.185896,-85.459411,,Rear Backroom,Nashville,Open
5180,"Kansas City, MO-KS",10303 Metcalf Ave,Overland Park,KS,66212-1805,38.940754,-94.665453,,Tenant,Kansas City,Open
5182,"Nashville-Davidson--Murfreesboro--Franklin, TN",2478 New Salem Highway,Murfreesboro,TN,37128-0000,35.814212,-86.447192,,NHM Rear,Murfreesboro,Open
5183,"Louisville-Jefferson County, KY-IN",3800 Ruckriegel Pkwy,Jeffersontown,KY,40299-3958,38.189687,-85.564273,,WNM Modified CSD,Louisville South,Open
5184,"Columbus, OH",6674 Winchester Blvd,Canal Winchester,OH,43110-2048,39.852214,-82.824082,,Modified Split Backroom,Columbus-OH,Open
5185,"Columbus, OH",1221 Georgesville Rd,Columbus,OH,43228-3327,39.926957,-83.120536,,Stockroom Middle,Columbus-OH,Open
5186,"Phoenix-Mesa-Scottsdale, AZ",2501 S Market St,Gilbert,AZ,85295-1300,33.305047,-111.741112,,Stockroom Middle High,Phoenix East,Open
5188,"Chattanooga, TN-GA",7636 Middle Valley Rd,Hixson,TN,37343-2237,35.187195,-85.189568,,WNM Rear Split,Chattanooga,Open
5189,"Phoenix-Mesa-Scottsdale, AZ",5250 W Indian School Rd,Phoenix,AZ,85031-2605,33.496799,-112.172642,,Centennial,Glendale,Open
5191,"Dallas-Fort Worth-Arlington, TX",802 E Us Highway 80,Forney,TX,75126-8620,32.745301,-96.445661,Tenant,Stockroom Middle High,Dallas East,Open
5192,"Sacramento--Roseville--Arden-Arcade, CA",5821 Antelope Rd,Antelope,CA,95842-3902,38.704318,-121.331861,,Stockroom Middle High,Sacramento,Open
5193,"Riverside-San Bernardino-Ontario, CA",12721 Moreno Beach Dr,Moreno Valley,CA,92555-4411,33.935827,-117.181887,,Stockroom Middle,San Diego,Open
5197,"Huntsville, AL",330 Sutton Rd,Hunstville,AL,35763-9164,34.657289,-86.485715,,Rear Backroom,Huntsville,Open
5198,"Tifton, GA",1810 Tift Ave N,Tifton,GA,31794-3542,31.471376,-83.504049,,WNM Front Split,Albany-GA,Open
5199,"Chicago-Naperville-Elgin, IL-IN-WI",475 East Route 173,Antioch,IL,60002-9406,42.469021,-88.064689,Inlane,Stockroom Middle,Northern IL,Open
5203,"Columbus, OH",375 Lafayette St,London,OH,43140-9326,39.908987,-83.429343,,Tenant,Cincinnati,Open
5204,"Shreveport-Bossier City, LA",4000 Barksdale Blvd,Bossier City,LA,71112-0000,32.479497,-93.679174,,NHM Rear,Shreveport,Open
5205,"Ogden-Clearfield, UT",1356 E Highway 193,Layton,UT,84040-8533,41.099891,-111.940474,,WNM Modified CSD,Ogden,Open
5206,"Ogden-Clearfield, UT",1710 E Skyline Dr,South Ogden,UT,84405-5202,41.152211,-111.938488,,,Ogden,Open
5207,"Kansas City, MO-KS",9000 Metcalf Ave,Overland Park,KS,66212-1457,38.965741,-94.668832,,Tenant,Kansas City,Open
5210,"Dallas-Fort Worth-Arlington, TX",2050 N Highway 78,Wylie,TX,75098-6043,33.024946,-96.511498,,Expansion (Rear Backroom),Dallas Northeast,Open
5211,"Dallas-Fort Worth-Arlington, TX",5001 Mckinney Ranch Pkwy,Mckinney,TX,75070-8601,33.156226,-96.682516,,Stockroom Middle,Dallas North,Open
5214,"Orlando-Kissimmee-Sanford, FL",2855 N Old Lake Wilson Road,Kissimmee,FL,34747-0000,28.330027,-81.588346,Inlane,SC Future Proof,West Orlando,Open
5215,"Bakersfield, CA",530 Woollomes Ave,Delano,CA,93215-9581,35.743983,-119.248053,,Centennial Plus,Bakersfield,Open
5216,"Amarillo, TX",5730 W Amarillo Blvd,Amarillo,TX,79106-4004,35.212362,-101.907764,Tenant,Stockroom Middle High,Northwest TX,Open
5218,"Tampa-St. Petersburg-Clearwater, FL",3501 34th St S,St Petersburg,FL,33711-3820,27.736234,-82.682247,In-Lane,Stockroom Middle,Tampa,Open
5231,"Sacramento--Roseville--Arden-Arcade, CA",10470 Twin Cities Road,Galt,CA,95632-0000,38.289693,-121.304693,,Other (Non-Proto),Stockton,Open
5232,"Glenwood Springs, CO",1000 Airport Rd,Rifle,CO,81650-8407,39.524841,-107.767944,,Combined Stockroom,Grand Junction,Open
5233,"Salt Lake City, UT",5675 W 6200 S,West Valley City,UT,84118-7915,40.635717,-112.026519,,Stockroom Middle High,Salt Lake City,Open
5234,"Ogden-Clearfield, UT",1632 N 2000 W,Clinton,UT,84015-8367,41.137418,-112.060877,,Stockroom Middle,Ogden,Open
5235,"Salt Lake City, UT",9151 South Quarry Blvd,Sandy,UT,84094-7701,40.585335,-111.859477,,Centennial Split High,Salt Lake City,Open
5236,"Bowling Green, KY",1201 Morgantown Rd,Bowling Green,KY,42101-9202,36.986766,-86.484034,In-Lane,Stockroom Middle High,Bowling Green,Open
5239,"Reading, PA",567 Route 100 N,Bechtelsville,PA,19505-9263,40.351161,-75.630492,,Rear Backroom (Other),Philadelphia,Open
5240,"Ithaca, NY",135 Fairgrounds Memorial Pkwy,Ithaca,NY,14850-5362,42.427699,-76.513974,,Other (Non-Proto),Ithaca,Open
5241,"Pittsburgh, PA",915 Mills Dr,North Huntingdon,PA,15642-4129,40.316476,-79.686308,,Split Backroom,Pittsburgh,Open
5242,"Syracuse, NY",8064 Brewereton Road,Cicero,NY,13039-9584,43.161056,-76.117482,Inlane,Modified Split Backroom,West Syracuse,Open
5244,"Little Rock-North Little Rock-Conway, AR",19301 Cantrell Rd,Little Rock,AR,72223-4457,34.809468,-92.485983,,Stockroom Middle High,Little Rock,Open
5245,"San Antonio-New Braunfels, TX",3302 Se Military Dr,San Antonio,TX,78223-3980,29.348249,-98.433479,In-Lane,Centennial,San Antonio South,Open
5247,"Dallas-Fort Worth-Arlington, TX",1228 N Highway 377,Roanoke,TX,76262-9122,33.013824,-97.217094,,Stockroom Middle High,Dallas West,Open
5248,"Tuscaloosa, AL",1660 Mcfarland Boulevard,Northport,AL,35476-0000,33.239706,-87.573611,,WNM Rear,Tuscaloosa,Open
5250,"Orlando-Kissimmee-Sanford, FL",904 Cypress Pkwy,Kissimmee,FL,34759-3456,28.142528,-81.448001,,Stockroom Middle,Orlando,Open
5252,"Atlanta-Sandy Springs-Roswell, GA",4221 Atlanta Hwy,Loganville,GA,30052-7316,33.840987,-83.911137,,Stockroom Middle High,Atlanta South,Open
5253,"Virginia Beach-Norfolk-Newport News, VA-NC",632 Grassfield Pkwy,Chesapeake,VA,23322-7449,36.721077,-76.309236,,Centennial Split High,Virginia Beach,Open
5254,"Raleigh, NC",2114 S Main St,Wake Forest,NC,27587-8817,35.952496,-78.534967,In-Lane,Stockroom Middle High,Raleigh,Open
5256,"Tuscaloosa, AL",4201 Hargrove Rd E,Tuscaloosa,AL,35405-7702,33.169989,-87.482461,Customer Service Desk,NHM Rear,Tuscaloosa,Open
5257,"Phoenix-Mesa-Scottsdale, AZ",5122 E University Dr,Mesa,AZ,85205-7209,33.424031,-111.720591,,WNM Other,Phoenix East,Open
5258,"Las Vegas-Henderson-Paradise, NV",5850 W Craig Rd,Las Vegas,NV,89130-2558,36.240515,-115.224016,,,Las Vegas,Open
5259,"Las Vegas-Henderson-Paradise, NV",6151 W Lake Mead Blvd,Las Vegas,NV,89108-2660,36.194626,-115.226056,,WNM Other,Las Vegas,Open
5260,"Fayetteville-Springdale-Rogers, AR-MO",4208 Pleasant Crossing Blvd,Rogers,AR,72758-1345,36.278817,-94.151181,,Expansion (Centennial),Northwest Arkansas,Open
5261,"Fayetteville-Springdale-Rogers, AR-MO",100 Commercial Ln,Pineville,MO,64856-7069,36.507906,-94.277866,,Modified Split Backroom,Northwest Arkansas,Open
5262,"Birmingham-Hoover, AL",2181 Pelham Pkwy,Pelham,AL,35124-1119,33.340851,-86.791181,,Other (Non-Proto),Birmingham South,Open
5263,"Cleveland, TN",2300 Treasury Dr Se,Cleveland,TN,37323-7185,35.125443,-84.868797,,Stockroom Middle,Chattanooga,Open
5264,"North Port-Sarasota-Bradenton, FL",13140 South Tamiami Trail,Osprey,FL,34229-3801,27.193095,-82.486124,,Stockroom Middle,Sarasota,Open
5265,"Orlando-Kissimmee-Sanford, FL",2125 Nolte Rd,Saint Cloud,FL,34772-8762,28.222821,-81.293842,,WNM Rear Split,Orlando,Open
5266,"Tampa-St. Petersburg-Clearwater, FL",12610 Us Highway 19,Hudson,FL,34667-1954,28.340611,-82.696041,In-Lane,Centennial Split,Tampa,Open
5267,"Athens-Clarke County, GA",3130 Atlanta Hwy,Athens,GA,30606-0000,33.943652,-83.444484,,WNM Rear,Atlanta North,Open
5269,"Las Vegas-Henderson-Paradise, NV",490 E Silverado Ranch Blvd,Las Vegas,NV,89183-6290,36.014609,-115.152603,,WNM Front Wall Split,Las Vegas,Open
5270,"Provo-Orem, UT",585 N State St,Lindon,UT,84042-1339,40.348499,-111.731817,,Stockroom Middle High,Provo/Orem,Open
5272,"Bremerton-Silverdale, WA",21200 Olhava Way Nw,Poulsbo,WA,98370-9457,47.757163,-122.662632,,Centennial Split,Poulsbo,Open
5275,"Atlanta-Sandy Springs-Roswell, GA",6435 Bells Ferry Rd,Woodstock,GA,30189-2317,34.112876,-84.584466,Inlane,Centennial,Atlanta North,Open
5278,"Springfield, MA",591 Memorial Dr,Chicopee,MA,01020-5024,42.172407,-72.573898,In-Lane,Centennial,Springfield-MA,Open
5279,"Charleston-North Charleston, SC",1616 Central Ave,Summerville,SC,29483-0000,33.012086,-80.239456,,WNM Rear Split,Charleston,Open
5280,"Kalamazoo-Portage, MI",8350 Shaver Rd,Portage,MI,49024-5441,42.194821,-85.599999,,Split Backroom High,Kalamazoo,Open
5285,"Canton-Massillon, OH",3200 Atlantic Blvd Ne,Canton,OH,44705-3933,40.833989,-81.329163,,Modified Split Backroom,Cleveland,Open
5286,"Oklahoma City, OK",9320 N Pennsylvania Pl,The Village,OK,73120-1519,35.565033,-97.547565,,WNM Modified CSD,OKC North,Open
5287,"Houston-The Woodlands-Sugar Land, TX",21150 Kuykendahl Rd,Spring,TX,77379-3300,30.077386,-95.512681,,Stockroom Middle High,Houston,Open
5288,"Dallas-Fort Worth-Arlington, TX",220 N Highway 175,Seagoville,TX,75159-1841,32.649918,-96.534025,,Expansion (Full),Dallas South,Open
5291,"Columbia, SC",1019 Old Barnwell Rd,Columbia,SC,29170-0000,33.943928,-81.169058,,WNM Rear Split,Columbia SC,Open
5292,"Raleigh, NC",4431 New Bern Ave,Raleigh,NC,27610-1443,35.800912,-78.560159,,Stockroom Middle,Raleigh,Open
5296,"Huntington-Ashland, WV-KY-OH",25 Nichols Dr,Barboursville,WV,25504-1813,38.421944,-82.256498,Tenant,Stockroom Middle High,Huntington,Open
5297,"Louisville-Jefferson County, KY-IN",143 Thierman Ln,Saint Matthews,KY,40207-5009,38.253729,-85.644231,,Tenant,Louisville South,Open
5298,"Charlotte-Concord-Gastonia, NC-SC",223 N Myrtle School Rd,Gastonia,NC,28052-1257,35.260797,-81.226489,,Modified Rear Backroom,Charlotte,Open
5299,"Orlando-Kissimmee-Sanford, FL",550 Us Highway 27,Clermont,FL,34714-8908,28.355155,-81.672532,,Centennial,West Orlando,Open
5300,"Tampa-St. Petersburg-Clearwater, FL",9205 Gibsonton Dr,Gibsonton,FL,33534-4608,27.847304,-82.354361,,Centennial Split High,Tampa,Open
5301,"Miami-Fort Lauderdale-West Palm Beach, FL",4375 Belvedere Rd,West Palm Beach,FL,33406-1545,26.693816,-80.109045,,SC Other,Fort Lauderdale/West Palm Beach,Open
5303,"Prescott, AZ",1280 Gail Gardner Way,Prescott,AZ,86305-1641,34.565612,-112.486112,,Combined Stockroom,Perescot,Open
5306,"Las Vegas-Henderson-Paradise, NV",5545 Simmons St,North Las Vegas,NV,89031-9005,36.260377,-115.181652,,WNM (Other),Las Vegas,Open
5307,"Kansas City, MO-KS",1725 E Santa Fe St,Gardner,KS,66030-1657,38.808912,-94.893061,In-Lane,Modified Split,Columbia MO,Open
5308,"Kansas City, MO-KS",11010 W 74th Ter,Shawnee,KS,66203-4422,38.994557,-94.713426,,WNM Front,Kansas City,Open
5309,"Cleveland-Elyria, OH",46440 Us Route 20,Oberlin,OH,44074-9475,41.266577,-82.223781,,Modified Split Backroom,Findlay,Open
5310,"Baton Rouge, LA",15047 Airline Hwy,Prairieville,LA,70769-0000,30.284709,-90.957223,,NHM Rear,Baton Rouge North,Open
5311,"Dallas-Fort Worth-Arlington, TX",1721 N Custer Rd,Mckinney,TX,75071-3274,33.216769,-96.735611,,Centennial Split High,Dallas North,Open
5312,"Dallas-Fort Worth-Arlington, TX",3851 Airport Fwy,Fort Worth,TX,76111-5906,32.774768,-97.292333,,Stockroom Middle,Dallas West,Open
5313,"St. Louis, MO-IL",6100 Ronald Reagan Dr,Lake Saint Louis,MO,63367-2660,38.772398,-90.786615,,Expansion (Frozen),St Louis,Open
5314,"Oklahoma City, OK",4420 S Western Ave,Oklahoma City,OK,73109-3414,35.421422,-97.527916,,WNM Modified CSD,OKC South,Open
5316,"Dallas-Fort Worth-Arlington, TX",1401 N Saginaw Blvd,Saginaw,TX,76179-5096,32.882579,-97.387021,,Centennial Split,Dallas West,Open
5317,"Austin-Round Rock, TX",9300 S Interstate 35 Ste B,Austin,TX,78748-1741,30.165068,-97.790517,,Stockroom Middle,Austin Southwest,Open
5319,"Beckley, WV",1881 Robert C Byrd Dr,Macarthur,WV,25873-0000,37.754353,-81.222413,,Stockroom Middle,Beckley,Open
5320,"Greensboro-High Point, NC",121 W Elmsley St,Greensboro,NC,27406-8276,36.002285,-79.799693,,Stockroom Middle High,Greensboro,Open
5321,"Cape Coral-Fort Myers, FL",9131 College Pkwy Ste 101,Fort Myers,FL,33919-4827,26.555041,-81.906145,,WNM Other,,Open
5323,"Oklahoma City, OK",13503 S. Santa Fe Avenue,Oklahoma City,OK,73170-0000,35.333546,-97.513146,,NHM Rear,OKC South,Open
5326,"Ocala, FL",9570 Sw Highway 200,Ocala,FL,34481-7720,29.056581,-82.276131,,Centennial,Gainesville,Open
5327,"Baton Rouge, LA",9830 Old Hammond Hwy,Baton Rouge,LA,70816-8251,30.431024,-91.077884,Customer Service Desk,Tenant,Baton Rouge South,Open
5329,"Phoenix-Mesa-Scottsdale, AZ",4435 W Anthem Way,Anthem,AZ,85086-0467,33.869578,-112.154936,,Rear Backroom,Phoenix West,Open
5330,"Phoenix-Mesa-Scottsdale, AZ",6145 N 35th Ave,Phoenix,AZ,85017-1940,33.526877,-112.132538,,Tenant,Glendale,Open
5331,"Phoenix-Mesa-Scottsdale, AZ",7575 W Lower Buckeye Rd,Phoenix,AZ,85043-3450,33.420402,-112.223189,,Modified Split,Glendale,Open
5334,"Denver-Aurora-Lakewood, CO",3301 Tower Rd,Aurora,CO,80011-3509,39.761672,-104.774366,,Centennial Split High,Denver South,Open
5335,"El Centro, CA",250 Wildcat Dr,Brawley,CA,92227-9654,32.962431,-115.545833,,Centennial,San Diego,Open
5336,"Tulsa, OK",11020 Elm Street,Jenks,OK,74037-0000,36.003161,-95.978308,,WNM Rear Split,Tulsa,Open
5337,"Fresno, CA",1185 Herndon Ave,Clovis,CA,93611-0000,36.839765,-119.695785,,Centennial Split High,Fresno,Open
5341,"Denver-Aurora-Lakewood, CO",500 Summit Blvd,Broomfield,CO,80021-8219,39.925869,-105.136207,,Stockroom Middle,Denver North,Open
5342,"Yuma, AZ",2501 S Avenue B,Yuma,AZ,85364-7734,32.681582,-114.647261,,Stockroom Middle,Yuma,Open
5343,"Washington-Arlington-Alexandria, DC-VA-MD-WV",10001 Southpoint Pkwy,Fredericksburg,VA,22407-2700,38.237098,-77.508998,,Centennial,Fredericksburg,Open
5346,"Burlington, NC",1318 Mebane Oaks Rd,Mebane,NC,27302-9681,36.066879,-79.273316,,Modified Split Backroom,Durham,Open
5347,"Cape Coral-Fort Myers, FL",19975 S. Tamiami Trail,Estero,FL,33928-2268,26.450965,-81.816798,,Centennial Split,Fort Myers/Naples,Open
5348,"Montgomery, AL",851 Ann St,Montgomery,AL,36107-2800,32.370783,-86.268184,,Modified Split,Montgomery,Open
5349,"Phoenix-Mesa-Scottsdale, AZ",8335 E Guadalupe Rd,Mesa,AZ,85212-9630,33.363017,-111.654204,,Tenant,Phoenix West,Open
5352,"Chicago-Naperville-Elgin, IL-IN-WI",801 North Randall Road,Batavia,IL,60510-1992,41.863758,-88.345798,Update Existing (Front),Centennial Split High,Chicago,Open
5353,"Houston-The Woodlands-Sugar Land, TX",24809 Aldine Westfield Road,Spring,TX,77373-0000,30.064353,-95.405982,,NHM Rear,Houston,Open
5356,"Indiana, PA",300 Resort Plaza Dr,Blairsville,PA,15717-7934,40.442519,-79.226641,,Other (Non-Proto),Pittsburgh,Open
5359,"Dallas-Fort Worth-Arlington, TX",721 Boyd Rd,Azle,TX,76020-4811,32.904226,-97.546293,,Expansion (Full) Plus,Dallas West,Open
5361,"Omaha-Council Bluffs, NE-IA",12850 L St,Omaha,NE,68137-2078,41.214792,-96.114346,,Stockroom Middle,Omaha,Open
5363,"Atlanta-Sandy Springs-Roswell, GA",11465 Tara Blvd,Lovejoy,GA,30250-0000,33.442598,-84.325603,,Centennial,Atlanta South,Open
5364,"Stillwater, OK",2315 N. Perkins Road,Stillwater,OK,74075-0000,36.145608,-97.049482,,WNM Front Split,OKC North,Open
5365,"Palm Bay-Melbourne-Titusville, FL",3950 N Wickham Rd,Melbourne,FL,32935-2311,28.171329,-80.673921,,WNM Modified CSD,Orlando,Open
5366,"Palm Bay-Melbourne-Titusville, FL",3550 S Babcock St,Melbourne,FL,32901-8204,28.055305,-80.623263,,WNM Modified CSD,Orlando,Open
5368,"Salem, OR",1940 Turner Rd Se,Salem,OR,97302-2003,44.914065,-122.995675,,Stockroom Middle,Salem,Open
5369,"Phoenix-Mesa-Scottsdale, AZ",1100 N Estrella Pkwy,Goodyear,AZ,85338-2808,33.459558,-112.395288,,Centennial Split High,Glendale,Open
5371,"Greenville-Anderson-Mauldin, SC",1401 West Georgia Rd.,Simpsonville,SC,29680-0000,34.722798,-82.293423,,WNM Rear Split,Greenville South,Open
5372,"Evansville, IN-KY",3430 Taylor Ave,Evansville,IN,47714-0755,37.958324,-87.508809,,Tenant,Louisville South,Open
5373,"Eau Claire, WI",2786 Commercial Blvd,Chippewa Falls,WI,54729-5031,44.883539,-91.421907,,Centennial Split,Madison,Open
5376,Remaining US,621 E Lake St,Tawas City,MI,48763-9213,44.277721,-83.504371,,Combined Stockroom,Lansing,Open
5378,"Columbia, SC",1355 Knox Abbott Drive,Cayce,SC,29033-0000,33.977215,-81.073909,,WNM Rear Split,Columbia SC,Open
5379,"Pittsburgh, PA",1450 Morrell Ave,Connellsville,PA,15425-3809,40.004235,-79.607615,,Modified Split,Pittsburgh,Open
5382,"Baltimore-Columbia-Towson, MD",8107 Governor Ritchie Highway,Pasadena,MD,21122-0000,39.127134,-76.587172,,Long Modified Split,Baltimore,Open
5383,"Sumter, SC",615 Bultman Drive,Sumter,SC,29150-0000,33.938563,-80.369901,,,Florence-SC,Open
5385,"Defiance, OH",1804 N Clinton St,Defiance,OH,43512-8556,41.305318,-84.364403,,Centennial,Toledo,Open
5387,"Cleveland-Elyria, OH",15050 S Springdale Ave,Middlefield,OH,44062-9211,41.458739,-81.085431,,Tenant,Cleveland,Open
5388,"Houston-The Woodlands-Sugar Land, TX",1701 W Fm 646 Rd,League City,TX,77573-4968,29.470187,-95.089811,,Centennial,Houston Southeast,Open
5389,"Waco, TX",600 Hewitt Dr,Waco,TX,76712-6654,31.493496,-97.214281,In-Lane (APM),Stockroom Middle,Waco,Open
5390,"Atlanta-Sandy Springs-Roswell, GA",210 Cobb Pkwy S,Marietta,GA,30060-6509,33.945768,-84.521613,Inlane,Stockroom Middle,Atlanta North,Open
5391,"Naples-Immokalee-Marco Island, FL",5420 Juliet Blvd,Naples,FL,34109-2628,26.270837,-81.745555,,Centennial Split High,Fort Myers/Naples,Open
5393,"Greensboro-High Point, NC",1050 Alamance Church Rd,Greensboro,NC,27406-3808,36.040177,-79.770687,,NHM Front,Greensboro,Open
5394,"Visalia-Porterville, CA",770 W El Monte Way,Dinuba,CA,93618-3493,36.543418,-119.402385,,Centennial,Bakersfield,Open
5396,"Albany, OR",1330 Goldfish Farm Rd Se,Albany,OR,97322-5154,44.627089,-123.051339,,Split Backroom,Albany-OR,Open
5397,"Winona, MN",955 Frontenac Dr,Winona,MN,55987-6504,44.032909,-91.617534,,Modified Split Backroom,Rochester-MN,Open
5398,"Rockford, IL",3902 W Riverside Blvd,Rockford,IL,61101-9507,42.313061,-89.113867,,Centennial,Northern IL,Open
5399,"Dixon, IL",1640 S Galena Ave,Dixon,IL,61021-9611,41.827442,-89.471721,,Modified Rear Backroom,Springfield-IL,Open
5403,"Champaign-Urbana, IL",100 S High Cross Rd,Urbana,IL,61802-7804,40.111637,-88.159385,,Centennial,Champaign,Open
5408,"Indianapolis-Carmel-Anderson, IN",3805 S Keystone Ave,Indianapolis,IN,46227-3540,39.711038,-86.119182,,WNM Other,Indianapolis,Open
5409,"Dayton, OH",7725 Hoke Rd,Englewood,OH,45315-9725,39.856547,-84.334984,,Modified Split Backroom,Cincinnati,Open
5410,"Canton-Massillon, OH",4004 Tuscarawas St W,Canton,OH,44708-5503,40.794098,-81.422166,,Centennial Split,Cleveland,Open
